LATITUDE,LONGITUDE,TIMESTAMP
35.541,36.726,1552576404
36.814,38.01,1552576468
32.863,36.087,1552576468
32.888,36.041,1552576468
32.992,35.691,1552576476
32.751,36.304,1552576480
32.633,36.162,1552576480
32.983,36.405,1552576480
32.751,36.304,1552576481
33.057,36.007,1552576482
35.807,36.497,1552576482
36.212,36.77,1552576482
35.814,36.61,1552576675
36.212,36.77,1552576675
35.929,36.635,1552576675
36.212,36.77,1552576675
35.537,36.317,1552576676
35.929,36.635,1552576676
35.861,36.234,1552576676
35.929,36.635,1552576677
33.136,35.965,1552576677
36.093,37.079,1552576677
35.996,36.938,1552576680
35.861,36.806,1552576684
35.778,36.224,1552576686
35.929,36.635,1552576687
35.975,36.968,1552576687
32.956,35.901,1552576687
35.861,36.806,1552576687
33.226,35.832,1552576688
34.948,36.917,1552576688
35.755,36.756,1552576688
34.912,36.559,1552576688
35.814,36.321,1552576688
34.924,36.841,1552576688
34.948,36.917,1552576688
35.196,36.589,1552576688
34.87,36.78,1552576688
34.894,36.496,1552576688
34.875,36.524,1552576688
35.812,36.197,1552576688
33.057,36.007,1552576688
34.948,36.917,1552576688
35.444,36.65,1552576689
35.433,36.587,1552576689
34.539,36.473,1552576689
35.433,36.587,1552576689
34.938,36.945,1552576689
34.948,36.917,1552576689
35.812,36.197,1552576689
32.736,36.067,1552576689
35.929,36.635,1552576689
34.924,36.731,1552576690
32.669,36.06,1552576690
34.843,36.727,1552576690
34.957,36.958,1552576690
35.791,36.214,1552576690
35.433,36.587,1552576690
34.822,36.697,1552576690
34.948,36.917,1552576690
35.812,36.197,1552576690
35.929,36.635,1552576690
34.938,36.945,1552576690
35.541,36.726,1552576690
36.17,37.04,1552576690
34.73,36.72,1552576690
36.281,37.089,1552576690
33.124,35.826,1552576690
34.892,36.78,1552576692
34.957,36.958,1552576692
34.892,36.78,1552576692
32.633,36.162,1552576693
34.73,36.72,1552576693
36.17,37.04,1552576694
34.877,36.468,1552576695
34.875,36.524,1552576695
35.507,40.662,1552576695
34.913,36.493,1552576695
35.791,36.214,1552576695
34.894,36.496,1552576695
35.812,36.197,1552576696
34.73,36.72,1552576696
36.099,37.934,1552576696
35.855,36.388,1552576696
35.869,36.718,1552576696
34.913,36.493,1552576696
34.984,36.916,1552576696
35.892,36.988,1552576696
35.022,37.525,1552576696
35.807,36.497,1552576696
32.632,36.339,1552576697
35.798,36.626,1552576697
34.924,36.841,1552576697
32.678,36.258,1552576697
32.633,36.162,1552576697
34.73,36.72,1552576697
35.806,36.179,1552576698
35.812,36.197,1552576698
32.686,36.35,1552576698
32.678,36.258,1552576698
36.281,37.089,1552576698
34.875,36.524,1552576698
36.213,36.521,1552576699
35.836,36.191,1552576699
36.233,36.79,1552576699
35.797,36.265,1552576699
35.914,36.257,1552576699
35.954,36.34,1552576699
33.558,36.441,1552576699
35.791,36.214,1552576699
34.822,36.697,1552576700
35.812,36.197,1552576700
35.957,36.714,1552576700
36.212,36.77,1552576700
35.814,36.261,1552576700
36.116,36.515,1552576700
34.862,36.706,1552576700
33.019,36.127,1552576700
34.6,36.594,1552576700
35.814,36.321,1552576700
35.812,36.197,1552576701
34.938,36.945,1552576701
35.836,36.191,1552576701
32.515,36.478,1552576701
35.806,36.441,1552576701
34.957,36.958,1552576701
32.624,36.105,1552576701
34.913,36.493,1552576701
35.607,36.464,1552576701
34.938,36.945,1552576701
35.836,36.191,1552576701
33.519,36.363,1552576702
35.767,36.429,1552576702
33.538,36.4,1552576702
32.946,36.291,1552576702
34.894,36.496,1552576702
32.736,36.067,1552576702
35.444,36.65,1552576702
35.812,36.197,1552576702
34.957,36.958,1552576702
32.824,36.294,1552576702
33.528,36.384,1552576702
33.047,36.304,1552576702
34.948,36.917,1552576702
32.758,36.366,1552576702
36.014,36.673,1552576702
36.083,37.369,1552576702
33.224,36.264,1552576702
32.621,36.117,1552576702
32.831,36.158,1552576702
35.134,36.761,1552576702
33.176,35.941,1552576702
33.696,36.007,1552576702
33.69,36.096,1552576702
33.78,37.688,1552576702
33.089,36.284,1552576702
35.914,36.257,1552576702
34.843,36.727,1552576702
34.894,36.496,1552576702
32.686,36.224,1552576703
35.791,36.214,1552576703
32.921,36.312,1552576703
33.513,36.35,1552576703
32.754,36.131,1552576703
32.633,36.162,1552576703
35.812,36.197,1552576703
35.822,36.952,1552576703
35.812,36.197,1552576703
35.607,36.464,1552576703
35.814,36.321,1552576703
35.975,36.749,1552576703
33.539,36.365,1552576703
35.46,36.746,1552576703
35.219,36.383,1552576703
33.513,36.372,1552576703
36.17,37.04,1552576703
34.875,36.524,1552576703
32.629,36.224,1552576703
32.632,36.339,1552576703
33.009,36.354,1552576703
33.047,36.304,1552576703
33.057,36.007,1552576704
34.913,36.493,1552576704
34.894,36.496,1552576704
32.991,36.06,1552576704
33.519,36.363,1552576704
32.754,36.131,1552576704
35.871,36.214,1552576704
35.791,36.214,1552576704
35.814,36.321,1552576704
35.812,36.197,1552576704
35.812,36.197,1552576705
36.143,36.524,1552576705
32.633,36.162,1552576705
33.538,36.4,1552576705
35.444,36.65,1552576705
35.791,36.214,1552576705
36.715,36.996,1552576705
35.444,36.65,1552576705
35.812,36.197,1552576705
35.854,36.406,1552576705
35.814,36.321,1552576705
35.797,36.265,1552576705
35.765,36.208,1552576705
35.791,36.214,1552576705
36.115,36.908,1552576705
35.814,36.321,1552576706
32.754,36.131,1552576706
32.611,36.118,1552576706
35.871,36.214,1552576706
35.767,36.429,1552576706
34.895,36.679,1552576706
34.924,36.841,1552576706
34.958,36.848,1552576706
34.892,36.78,1552576706
35.836,36.191,1552576706
33.545,36.386,1552576706
34.938,36.945,1552576706
36.323,37.059,1552576706
35.814,36.321,1552576706
33.522,36.458,1552576706
35.61,36.485,1552576706
36.143,36.524,1552576706
34.957,36.958,1552576706
36.096,36.96,1552576706
34.957,36.958,1552576706
34.948,36.917,1552576706
34.822,36.697,1552576706
32.888,36.041,1552576706
33.545,36.386,1552576707
33.527,36.42,1552576707
34.906,36.918,1552576707
34.895,36.679,1552576707
34.924,36.841,1552576707
32.633,36.162,1552576707
36.206,37.152,1552576707
34.913,36.493,1552576707
35.791,36.214,1552576707
33.545,36.386,1552576707
33.538,36.4,1552576707
32.633,36.162,1552576707
36.07,36.979,1552576707
32.751,36.304,1552576707
36.285,36.851,1552576707
33.019,36.127,1552576707
35.812,36.197,1552576707
35.836,36.191,1552576708
33.527,36.42,1552576708
34.957,36.958,1552576708
35.799,36.368,1552576708
35.812,36.197,1552576708
32.633,36.162,1552576708
33.528,36.352,1552576708
33.513,36.372,1552576708
35.792,36.295,1552576708
34.957,36.958,1552576709
35.812,36.197,1552576709
33.019,36.127,1552576709
35.791,36.214,1552576709
34.894,36.496,1552576709
36.281,37.089,1552576709
35.768,36.912,1552576709
35.812,36.197,1552576709
35.362,36.394,1552576710
35.812,36.197,1552576710
36.323,37.059,1552576710
36.585,37.043,1552576710
35.836,36.191,1552576711
36.536,37.118,1552576711
32.624,36.105,1552576711
35.976,36.614,1552576711
34.957,36.942,1552576711
35.444,36.65,1552576711
35.814,36.321,1552576711
35.799,36.368,1552576711
35.861,36.806,1552576711
34.938,36.945,1552576712
33.226,35.832,1552576712
35.946,36.925,1552576712
36.281,37.089,1552576712
35.812,36.197,1552576712
35.648,36.677,1552576712
36.187,36.724,1552576712
35.799,36.368,1552576712
36.17,37.04,1552576712
33.226,35.832,1552576712
36.014,36.673,1552576712
34.938,36.945,1552576712
32.624,36.105,1552576712
35.919,36.977,1552576712
32.921,36.312,1552576712
34.924,36.731,1552576712
35.975,36.968,1552576713
35.548,36.644,1552576713
33.057,36.007,1552576713
35.799,36.368,1552576713
35.812,36.197,1552576714
34.924,36.731,1552576714
34.843,36.727,1552576714
36.662,37.129,1552576714
33.518,36.384,1552576714
36.483,37.196,1552576714
35.875,36.899,1552576714
34.924,36.841,1552576714
36.037,36.966,1552576714
36.206,37.152,1552576714
35.814,36.261,1552576714
35.861,36.806,1552576715
33.558,36.441,1552576715
35.755,36.756,1552576715
35.811,36.791,1552576715
35.919,36.977,1552576715
33.538,36.4,1552576715
35.777,36.769,1552576715
35.444,36.65,1552576715
34.913,36.493,1552576715
36.281,37.089,1552576715
35.467,36.494,1552576715
33.527,36.42,1552576715
35.929,36.635,1552576715
35.86,36.368,1552576715
33.124,35.826,1552576715
36.187,36.724,1552576715
35.929,36.635,1552576715
35.929,36.635,1552576715
32.633,36.162,1552576715
34.984,36.916,1552576715
36.323,37.059,1552576715
34.957,36.958,1552576715
33.55,36.4,1552576715
36.187,36.724,1552576715
35.768,36.912,1552576716
35.71,36.64,1552576716
35.845,36.261,1552576716
35.929,36.635,1552576716
36.045,36.935,1552576716
35.794,36.933,1552576716
36.137,37.202,1552576716
36.483,37.196,1552576716
34.892,36.78,1552576716
35.38,36.895,1552576716
36.292,37.044,1552576716
35.875,36.899,1552576716
34.924,36.731,1552576716
36.483,37.196,1552576716
33.057,36.007,1552576716
33.057,36.007,1552576717
35.812,36.197,1552576717
36.281,37.089,1552576717
33.522,36.458,1552576717
34.877,36.468,1552576717
34.862,36.706,1552576717
35.607,36.464,1552576717
35.814,36.261,1552576717
34.894,36.496,1552576717
36.292,37.044,1552576717
33.513,36.35,1552576717
34.87,36.78,1552576717
35.468,36.537,1552576717
34.957,36.958,1552576717
35.929,36.635,1552576717
35.546,36.544,1552576717
35.892,36.988,1552576717
34.843,36.727,1552576717
35.83,37.017,1552576717
35.777,36.769,1552576717
33.522,36.458,1552576718
34.984,36.916,1552576718
36.323,37.059,1552576718
36.483,37.196,1552576718
36.285,36.851,1552576718
35.718,36.478,1552576718
35.541,36.726,1552576718
35.814,36.321,1552576718
35.822,36.952,1552576718
36.37,37.515,1552576719
35.548,36.644,1552576719
35.755,36.756,1552576719
35.467,36.494,1552576719
35.799,36.992,1552576719
35.468,36.537,1552576719
35.871,36.214,1552576719
36.014,36.673,1552576719
35.618,36.783,1552576719
35.86,37.029,1552576719
35.459,36.57,1552576719
35.615,36.657,1552576719
35.432,36.491,1552576719
35.745,36.973,1552576720
35.34,37.003,1552576720
35.814,36.261,1552576720
34.894,36.496,1552576720
36.17,37.04,1552576720
35.467,36.494,1552576720
35.468,36.537,1552576720
35.836,36.191,1552576720
35.812,36.197,1552576720
33.49,36.45,1552576720
36.323,37.059,1552576720
33.516,36.49,1552576720
35.738,36.578,1552576720
33.55,36.4,1552576720
35.791,36.214,1552576720
33.511,36.486,1552576720
36.359,37.427,1552576720
33.528,36.384,1552576721
33.564,36.371,1552576721
33.564,36.371,1552576721
33.516,36.49,1552576721
35.929,36.635,1552576721
33.545,36.386,1552576721
35.86,37.029,1552576721
33.539,36.365,1552576721
36.281,37.089,1552576721
33.571,36.405,1552576721
33.564,36.371,1552576721
35.863,37.063,1552576721
36.585,37.043,1552576721
36.054,37.338,1552576721
35.54,36.679,1552576721
33.089,36.284,1552576721
33.652,35.98,1552576721
33.615,36.182,1552576721
33.968,36.659,1552576721
36.281,37.089,1552576721
36.17,37.04,1552576721
33.539,36.365,1552576722
33.564,36.371,1552576722
33.564,36.371,1552576722
33.571,36.405,1552576722
34.862,36.706,1552576723
33.55,36.4,1552576723
35.648,36.677,1552576723
34.894,36.496,1552576723
35.861,36.986,1552576723
36.281,37.089,1552576723
33.564,36.371,1552576723
33.564,36.371,1552576723
33.528,36.384,1552576723
34.822,36.697,1552576723
33.539,36.365,1552576723
36.206,37.152,1552576723
33.545,36.386,1552576723
34.894,36.496,1552576723
33.513,36.372,1552576723
33.564,36.371,1552576723
33.564,36.371,1552576723
36.323,37.059,1552576723
33.528,36.384,1552576723
33.539,36.365,1552576723
36.285,36.851,1552576724
35.929,36.635,1552576724
35.737,37.047,1552576724
33.539,36.365,1552576724
33.538,36.4,1552576724
35.745,36.973,1552576724
33.571,36.405,1552576724
34.822,36.697,1552576724
33.564,36.371,1552576724
33.564,36.371,1552576724
35.618,36.783,1552576724
33.55,36.4,1552576724
33.545,36.386,1552576724
33.522,36.458,1552576724
34.957,36.958,1552576724
35.861,36.806,1552576724
33.518,36.384,1552576724
33.513,36.372,1552576724
36.281,37.089,1552576724
33.564,36.371,1552576724
33.564,36.371,1552576724
33.471,36.33,1552576724
35.755,36.756,1552576724
35.86,37.029,1552576724
33.539,36.365,1552576724
33.538,36.4,1552576724
33.517,36.277,1552576724
33.571,36.405,1552576724
34.895,36.679,1552576724
33.564,36.371,1552576724
33.564,36.371,1552576724
34.894,36.496,1552576724
35.861,36.806,1552576724
33.539,36.365,1552576725
36.083,37.369,1552576725
33.571,36.405,1552576725
33.513,36.35,1552576725
33.515,36.466,1552576725
33.564,36.371,1552576725
33.545,36.386,1552576725
36.212,36.77,1552576725
36.187,36.724,1552576725
35.737,37.047,1552576725
33.539,36.365,1552576725
33.539,36.365,1552576725
33.564,36.371,1552576725
34.894,36.496,1552576725
34.843,36.727,1552576725
33.564,36.371,1552576725
33.539,36.365,1552576725
33.528,36.384,1552576725
33.564,36.371,1552576725
35.755,36.756,1552576725
33.55,36.4,1552576725
35.657,36.44,1552576725
34.957,36.958,1552576725
33.517,36.277,1552576725
33.513,36.35,1552576725
33.564,36.371,1552576725
34.957,36.958,1552576725
33.528,36.352,1552576725
34.913,36.493,1552576726
34.87,36.78,1552576726
33.564,36.371,1552576726
33.564,36.371,1552576726
34.822,36.697,1552576726
33.539,36.365,1552576726
36.206,37.152,1552576726
36.083,37.369,1552576726
34.822,36.697,1552576726
33.564,36.371,1552576726
33.564,36.371,1552576726
35.618,36.783,1552576726
35.628,36.458,1552576726
33.55,36.4,1552576726
33.545,36.386,1552576726
35.657,36.44,1552576726
35.829,37.353,1552576726
36.138,36.828,1552576726
33.539,36.365,1552576726
36.083,37.369,1552576726
33.571,36.405,1552576726
33.564,36.371,1552576726
33.564,36.371,1552576726
33.55,36.4,1552576726
35.814,36.61,1552576727
35.857,36.904,1552576727
35.702,36.458,1552576727
33.539,36.365,1552576727
33.515,36.466,1552576727
33.545,36.386,1552576727
33.516,36.49,1552576727
35.018,36.896,1552576727
33.55,36.4,1552576727
35.648,36.677,1552576727
36.323,37.059,1552576727
33.564,36.371,1552576727
33.511,36.443,1552576730
33.564,36.371,1552576730
35.808,37.254,1552576730
33.571,36.405,1552576730
35.018,36.896,1552576730
33.528,36.352,1552576730
33.513,36.372,1552576731
36.106,37.151,1552576731
35.861,36.806,1552576731
35.666,36.726,1552576731
35.894,37.314,1552576732
34.801,36.712,1552576732
36.282,37.242,1552576732
35.554,37.326,1552576732
35.764,37.382,1552576732
36.206,37.152,1552576732
33.528,36.384,1552576732
33.564,36.371,1552576732
34.823,36.676,1552576732
35.929,36.635,1552576732
33.511,36.486,1552576732
35.721,37.325,1552576732
34.875,36.524,1552576733
33.577,36.448,1552576733
33.511,36.486,1552576733
34.898,36.681,1552576733
33.539,36.365,1552576737
33.513,36.35,1552576737
33.522,36.458,1552576737
33.564,36.371,1552576737
33.564,36.371,1552576737
35.929,36.635,1552576737
34.876,36.466,1552576738
34.924,36.841,1552576738
34.956,36.9,1552576738
33.314,35.879,1552576738
35.871,36.214,1552576738
33.513,36.35,1552576738
33.513,36.35,1552576738
33.588,36.162,1552576739
34.948,36.917,1552576739
32.633,36.162,1552576739
33.511,36.443,1552576739
35.018,36.896,1552576739
34.862,36.812,1552576739
34.984,36.916,1552576739
34.822,36.697,1552576739
33.747,36.706,1552576739
32.992,35.691,1552576740
33.539,36.365,1552576740
36.212,36.77,1552576740
34.894,36.496,1552576740
33.513,36.372,1552576741
34.843,36.727,1552576741
34.956,36.977,1552576742
33.527,36.42,1552576742
35.599,37.099,1552576742
34.822,36.697,1552576742
34.862,36.812,1552576742
34.957,36.958,1552576742
34.875,36.524,1552576743
35.993,36.31,1552576743
33.513,36.35,1552576743
33.023,36.027,1552576743
34.924,36.841,1552576743
34.894,36.496,1552576743
36.014,36.673,1552576743
33.564,36.371,1552576744
33.511,36.443,1552576744
34.956,36.977,1552576744
33.571,36.405,1552576744
33.564,36.371,1552576744
34.877,36.468,1552576744
34.913,36.493,1552576744
34.957,36.958,1552576745
34.958,36.848,1552576745
33.528,36.352,1552576745
35.929,36.635,1552576745
33.527,36.42,1552576745
34.948,36.917,1552576746
32.992,35.691,1552576746
35.018,36.896,1552576746
34.957,36.958,1552576746
33.539,36.365,1552576746
34.862,36.812,1552576746
34.843,36.727,1552576746
35.737,37.047,1552576746
36.06,36.87,1552576747
35.812,36.197,1552576747
32.992,35.691,1552576747
34.862,36.706,1552576747
34.957,36.958,1552576747
36.116,36.515,1552576747
35.46,36.746,1552576748
36.139,36.454,1552576748
36.014,36.673,1552576748
36.056,36.904,1552576748
36.084,36.503,1552576749
36.06,36.87,1552576749
33.511,36.486,1552576749
33.511,36.443,1552576749
33.516,36.49,1552576749
35.737,37.047,1552576749
33.511,36.443,1552576749
36.31,36.688,1552576749
33.528,36.352,1552576749
35.525,36.663,1552576749
35.904,36.724,1552576749
34.862,36.706,1552576749
32.611,36.118,1552576750
35.929,36.635,1552576750
36.07,36.979,1552576750
33.539,36.365,1552576750
36.37,37.515,1552576750
36.084,36.503,1552576750
33.528,36.384,1552576750
33.547,36.46,1552576750
35.892,36.988,1552576750
35.406,36.822,1552576751
33.231,36.202,1552576751
35.814,36.321,1552576751
33.55,36.4,1552576751
32.611,36.118,1552576751
35.812,36.197,1552576751
35.864,37.116,1552576751
34.822,36.697,1552576751
34.801,36.712,1552576751
33.538,36.4,1552576752
33.558,36.441,1552576752
35.814,36.321,1552576752
32.991,36.06,1552576752
35.814,36.321,1552576752
33.511,36.486,1552576753
33.513,36.372,1552576753
33.527,36.42,1552576753
33.547,36.46,1552576753
35.784,36.469,1552576753
33.528,36.384,1552576753
33.538,36.4,1552576753
33.571,36.405,1552576753
33.513,36.35,1552576753
33.527,36.42,1552576753
35.929,36.635,1552576753
33.55,36.4,1552576753
33.522,36.458,1552576753
33.558,36.441,1552576753
34.801,36.712,1552576754
36.17,37.04,1552576754
33.527,36.42,1552576754
34.957,36.958,1552576754
35.737,37.047,1552576754
34.948,36.917,1552576754
34.822,36.697,1552576754
33.522,36.458,1552576754
35.018,36.896,1552576754
36.202,36.994,1552576754
33.511,36.443,1552576754
35.807,36.497,1552576754
35.904,36.724,1552576754
35.444,36.569,1552576755
35.929,36.635,1552576755
35.018,36.896,1552576755
34.822,36.697,1552576755
34.948,36.917,1552576755
33.571,36.405,1552576755
35.332,37.351,1552576755
34.87,36.78,1552576755
